MNF,Standard_Deviation,MNP,TTP,Skewness,kurt,FR,PSR,VCF,Arithmetic_Mean,Maximum_Value,Minimum_Value,MDF,PKF,Variance,SM1,SM2,SM3,Median,Zero_Crossings,Entropy,Mean_Energy,Moment_1,Moment_2,Moment_3,Moment_4,Change_in_Signal,Respiratory_Rate,Tidal_Volume,Respiratory_Amplitude,Respiratory_Band_Power,Spectral_Entropy
0.5079462291922976,34.50114836368786,0.3536144669477861,45.61626623626441,-0.30643415411094577,1.9362116764121824,62.998794283568714,1.0000000001875866,0.032078381791822305,-0.03410000533567157,99.98851745230499,-91.82571089447993,32.0,0.5,1190.4842493831736,0.5079462291922976,0.032078381791822305,0.006452164340743594,-0.12333799653697497,6,8.137689715544282,1190.3304012235656,0.0,1190.3292384132017,-12584.553772696412,6994037.8434314085,10.944254561105046,3.0855765367617516,191.81422834678492,100.02261745764066,40.349212685657314,8.137689715544282
0.4703225929633701,730.2141915020492,4333.810902465198,559061.6064180105,0.01626312402713298,-0.7486676528663456,68.03840699715704,1.0000000000225329,0.07285926045649933,-11.959752200667559,1699.3783359802537,-1765.9853066890435,32.0,0.5,533282.2032578739,0.4703225929633701,0.07285926045649933,0.000433544732789619,-2.9702258786195586,44,8.715079316800274,533355.8011436927,0.0,533212.7654709914,6332202.302116482,640089477249.8956,1098.5258717947074,22.28239845261122,3465.3636426692974,1711.3380881809212,396470.23915453174,8.715079316800274
0.4891399397381884,1229.0979144289972,9844.473017218528,1269937.0192211901,-0.26981496953123235,-0.25499798874177193,65.42095093916879,1.000000000026824,0.0698199787624319,26.529724579946425,2920.067855214682,-3212.9161718673845,32.0,0.5,1510878.4122136342,0.4891399397381884,0.0698199787624319,0.0011593261965753031,120.13071664224879,40,8.671757147419362,1511385.5095399986,0.0,1510681.6832537106,-500985880.6090457,6264531451596.001,1685.1470176362584,22.17821782178218,6132.984027082066,2893.5381306347354,920938.7106496374,8.671757147419362
0.49656125049360794,1023.095782510702,8173.697662403486,1054406.9984500497,0.21961226219096952,-1.0713884858418683,64.44320810008901,1.000000000024871,0.06508699129937072,7.035636082494578,2284.6914304310835,-1866.4422790665496,32.0,0.5,1046861.2902550206,0.49656125049360794,0.06508699129937072,0.001432921417744811,-103.1684468356105,41,8.76077342319039,1046774.4803662708,0.0,1046724.9801911855,235182752.40424964,2113050774257.4568,1543.067027940255,20.586907449209935,4151.133709497633,2277.655794348589,785171.0891597943,8.76077342319039
0.4841673672292311,439.1358760203193,1384.2468210058912,178567.83990975996,0.382417123714852,-0.6799430792481314,66.09284756865793,1.000000000030952,0.06963235512550014,-1.3153689573905316,1100.3834884638113,-850.4636422595286,32.0,0.5,192865.4302943695,0.4841673672292311,0.06963235512550014,0.0010032425999396846,-41.310912084392584,44,8.713424157278286,192842.04780362733,0.0,192840.31760813325,32384268.219475806,86276857114.96764,629.7545971103261,21.70075349838536,1950.84713072334,1101.6988574212019,129542.89675612736,8.713424157278286
0.476373994728195,838.2619253534663,4829.681105870579,623028.8626573047,0.31192315600736353,-0.8205628530343456,67.174111840967,1.0000000000346219,0.06876927123891083,-8.279243081755027,2015.8392554223417,-1789.4223027826552,32.0,0.5,702774.5626018058,0.476373994728195,0.06876927123891083,0.0007178071385594881,-103.96233807031737,40,8.738876385790958,702751.6013633071,0.0,702683.0554973003,183732861.11117178,1076126462462.0007,1169.9306772168484,19.558573853989813,3805.2615582049966,2024.1184985040968,453471.7765657895,8.738876385790958
0.519358550008773,460.7054346977116,1544.0755668245838,199185.7481203713,0.010193035924671886,-0.523505655161403,61.61446653657566,1.000000000022452,0.0620623680370552,3.346146779639317,1178.3813017747343,-971.5077427730158,32.0,0.5,212277.13781232675,0.519358550008773,0.0620623680370552,0.0029202566302287893,4.196851226309718,42,8.672744416808753,212260.69425827835,0.0,212249.49756000744,996720.8911817992,111565696815.48033,687.0209315389063,21.75343943889938,2149.88904454775,1175.035154995095,150530.9181032624,8.672744416808753
0.5010849125367602,1632.3764717724177,7902.082513827379,1019368.6442837319,0.8808065699625288,7.8467203707469775,63.86143186391077,1.0000000000545433,0.05542600476482924,-138.09671958843987,8407.214305394027,-4858.945697032697,32.0,0.5,2664999.9507980933,0.5010849125367602,0.05542600476482924,0.0022692739628330954,-150.99572604447587,38,8.395005578932093,2683723.6495572547,0.0,2664652.945596167,3831259111.8659,77015785628538.0,1541.3449562008036,19.591836734693878,13266.160002426725,8545.311024982468,799577.2529847074,8.395005578932093
0.488936791023974,653.9543491171167,3220.6766384151333,415467.2863555522,-0.09806837559949406,-0.36281915706228807,65.44813273916822,1.0000000000294675,0.08245767907102812,2.5490032295938096,1733.1218126653473,-1702.7312393111433,32.0,0.5,427711.98239356594,0.488936791023974,0.08245767907102812,0.002466609294386666,18.22009720700666,49,8.687393537495229,427662.78814665624,0.0,427656.2907291918,-27426556.188513923,482313748558.9983,989.1561092109251,23.596045952444566,3435.853051976491,1730.5728094357535,281661.539990619,8.687393537495229
0.4831239763686332,1567.5140385980246,20193.88350812477,2605010.9725480955,0.022489751093876624,-0.6581705438533225,66.23558665112361,1.0000000000253466,0.07096303373785956,-12.931771656474309,3989.8824855417706,-3634.570462601914,32.0,0.5,2457420.2377953525,0.4831239763686332,0.07096303373785956,0.0008411083221396735,-36.0539839212758,41,8.707229596172787,2457267.491920064,0.0,2457100.2612018893,86620156.89451224,14138424614891.186,2395.74842426574,20.132450331125828,7624.452948143685,4002.814257198245,1874257.5695994326,8.707229596172787
